srcYear,srcMonth,Month_Year,srcStateName,Ration card holders under National Food Security Act ( NFSA ),Ration cards involved in the Transactions under National Food Security Act ( NFSA ),Electronic Point of Sale ( EPOS ) transactions under National Food Security Act ( NFSA ),Aadhar based Biometric transactions,Aadhar based Integrated Risk Information System ( IRIS ) transactions,Aadhar based One Time Password ( OTP ) transactions,Total Aadhaar based transactions,Total Aadhaar transactions (%),Transactions authenticated by The Public Distribution System ( PDS ) and One Time Password ( OTP ),Transactions authenticated by modes other than One Time Password (OTP ),Authenticated Transactions by other mode,Authenticated transactions by other Mode (%),Non-Authenticated Transactions,Non-Authenticated transactions (%),YearCode,Year,MonthCode,Month
2019,January,Jan-2019,Lakshadweep,5153,1900,2350,0,0,0,0,0,0,0,0,0,2350,100,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Kerala,3568339,3331785,3930085,3772314,128,0,3772442,95,0,0,0,0,157643,4,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Karnataka,12435130,10070785,10074845,10074833,0,0,10074833,99,0,0,0,0,12,0,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Jharkhand,5701508,0,4579741,3855595,0,0,3855595,84,83085,0,83085,1,641061,13,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Jammu And Kashmir,1670607,1161646,1164444,214648,0,0,214648,18,0,0,0,0,949796,81,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Himachal Pradesh,681829,630134,630134,145150,0,0,145150,23,0,0,0,0,484984,76,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Haryana,2658653,2261225,2546140,2546140,0,0,2546140,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Gujarat,6606307,6136787,6272860,4859203,0,1819,4861022,77,0,0,0,0,1411838,22,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Goa,141074,93197,93284,92746,538,0,93284,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Daman & Diu,19963,18527,18559,7118,0,0,7118,38,0,0,0,0,11441,61,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Dadra & Nagar Haveli,34618,34402,34415,31098,0,0,31098,90,0,0,0,0,3317,9,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Chhattisgarh,5282952,5087070,5230497,629518,0,0,629518,12,0,0,0,0,4600979,87,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Bihar,24639,20598,20621,11287,0,0,11287,54,0,0,0,0,9334,45,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Arunachal Pradesh,174631,2,2,0,0,0,0,0,2,0,2,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Andhra Pradesh,9515657,8826394,8874650,8791799,82851,0,8874650,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,January,Jan-2019,Andaman & Nicobar Islands,14754,2810,3562,0,0,0,0,0,3562,0,3562,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
2019,February,Feb-2019,Uttar Pradesh,35460186,24718561,24720502,19752243,0,0,19752243,79,0,0,0,0,4968259,20,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Uttarakhand,1321763,213973,215365,81609,0,0,81609,37,0,0,0,0,133756,62,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Tripura,578728,544039,733714,727379,0,0,727379,99,0,0,0,0,6335,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Telangana,4979403,4468767,4656647,4656647,0,0,4656647,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Tamil Nadu,10051341,9166777,9995662,0,0,0,0,0,2885,9570664,9573549,95,422113,4,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Sikkim,95473,28788,28821,28821,0,0,28821,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Rajasthan,10520093,0,8988440,8985578,0,0,8985578,99,0,0,0,0,2862,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Punjab,3534827,2052666,2060640,2051848,8792,0,2060640,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Odisha,8687094,8086599,8095091,4548800,0,0,4548800,56,34530,0,34530,0,3511761,43,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Maharashtra,14317674,11985445,12302745,12302745,0,0,12302745,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Madhya Pradesh,11744822,10332191,10332191,4798350,0,0,4798350,46,0,5533841,5533841,53,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Lakshadweep,5153,569,821,0,0,0,0,0,0,0,0,0,821,100,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Kerala,3606718,3422994,3718655,3622598,93,0,3622691,97,0,0,0,0,95964,2,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Karnataka,12451622,10566519,10570871,10570851,0,0,10570851,99,0,0,0,0,20,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Jharkhand,5705374,0,4094180,3784097,0,0,3784097,92,71932,0,71932,1,238151,5,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Jammu And Kashmir,1670607,1078483,1080059,270622,0,0,270622,25,0,0,0,0,809437,74,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Himachal Pradesh,681926,601880,601880,272734,0,0,272734,45,0,0,0,0,329146,54,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Haryana,2660657,2292278,2640152,2640152,0,0,2640152,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Gujarat,6613037,6151922,6328555,4970712,0,2116,4972828,78,0,0,0,0,1355727,21,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Goa,141108,100043,100128,99632,496,0,100128,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Daman & Diu,19962,18690,18732,7460,0,0,7460,39,0,0,0,0,11272,60,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Dadra & Nagar Haveli,35029,34628,34659,31422,0,0,31422,90,0,0,0,0,3237,9,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Chhattisgarh,5282952,5084651,5160981,589484,0,0,589484,11,0,0,0,0,4571497,88,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Bihar,24639,20653,20679,10775,1,0,10776,52,0,0,0,0,9903,47,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Arunachal Pradesh,174631,0,10031,0,0,0,0,0,0,10031,10031,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Andhra Pradesh,9194260,8575786,8629534,8531906,97628,0,8629534,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,February,Feb-2019,Andaman & Nicobar Islands,14692,1588,1827,0,0,0,0,0,1827,0,1827,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2019,March,Mar-2019,Uttar Pradesh,35551825,26970806,26973404,24488353,0,0,24488353,90,0,0,0,0,2485051,9,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Uttarakhand,1322256,213636,215232,80095,0,0,80095,37,0,0,0,0,135137,62,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Tripura,578761,543200,574841,568173,0,0,568173,98,0,0,0,0,6668,1,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Telangana,4979403,4506999,4698874,4698874,0,0,4698874,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Tamil Nadu,10071195,9184402,10021951,0,0,0,0,0,4591,9595395,9599986,95,421965,4,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Sikkim,95347,28277,28301,28301,0,0,28301,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Rajasthan,10571898,0,9005578,9003344,0,0,9003344,99,0,0,0,0,2234,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Punjab,3542194,3148722,3164861,3147224,17637,0,3164861,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Odisha,8687094,8815789,8821650,5032286,0,0,5032286,57,33431,0,33431,0,3755933,42,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Meghalaya,1067,649,649,0,0,0,0,0,0,0,0,0,649,100,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Maharashtra,14399483,12170054,12436212,12436212,0,0,12436212,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Madhya Pradesh,11752374,10216912,10216912,5094243,0,0,5094243,49,0,5122669,5122669,50,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Kerala,3638448,3552748,4066805,3956409,92,0,3956501,97,0,0,0,0,110304,2,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Karnataka,12464522,10706166,10710574,10710537,0,0,10710537,99,0,0,0,0,37,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Jharkhand,5706206,0,4732396,3998059,0,0,3998059,84,75796,0,75796,1,658541,13,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Jammu And Kashmir,1672692,1390297,1395255,279458,0,0,279458,20,0,0,0,0,1115797,79,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Himachal Pradesh,681586,637434,637434,417299,0,0,417299,65,0,0,0,0,220135,34,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Haryana,2662272,2326296,2622786,2622786,0,0,2622786,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Gujarat,6635509,6243836,6320084,4966146,0,2509,4968655,78,0,0,0,0,1351429,21,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Goa,141164,100956,101054,100657,397,0,101054,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Daman & Diu,19935,18351,18373,8840,0,0,8840,48,0,0,0,0,9533,51,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Dadra & Nagar Haveli,35179,34695,34716,32462,0,0,32462,93,0,0,0,0,2254,6,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Chhattisgarh,5282952,0,4933923,428580,0,0,428580,8,0,0,0,0,4505343,91,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Bihar,24639,20582,20595,11580,0,0,11580,56,0,0,0,0,9015,43,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Arunachal Pradesh,174631,6656,12173,0,0,0,0,0,108,12065,12173,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Andhra Pradesh,9193810,8505950,8557125,8462036,95089,0,8557125,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,March,Mar-2019,Andaman & Nicobar Islands,14637,924,1083,0,0,0,0,0,1083,0,1083,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
2019,April,Apr-2019,Uttar Pradesh,35782186,28057631,28060712,23349887,0,0,23349887,83,0,0,0,0,4710825,16,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Uttarakhand,1322436,217280,219168,78821,0,0,78821,35,0,0,0,0,140347,64,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Tripura,578810,540262,598367,595665,0,0,595665,99,0,0,0,0,2702,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Telangana,4979403,4408818,4590872,4590872,0,0,4590872,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2020,July,Jul-2020,Lakshadweep,5159,2416,2454,0,0,0,0,0,0,0,0,0,2454,100,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2019,April,Apr-2019,Tamil Nadu,10071108,9110179,9744776,0,0,0,0,0,5527,9347330,9352857,95,391919,4,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Sikkim,95305,25901,25918,25918,0,0,25918,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Rajasthan,10591615,0,9034015,9030792,0,0,9030792,99,0,0,0,0,3223,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Odisha,8687094,7948808,7950599,4717744,0,0,4717744,59,31109,0,31109,0,3201746,40,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Meghalaya,1067,612,612,0,0,0,0,0,0,0,0,0,612,100,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Maharashtra,14453958,12119154,12362632,12362632,0,0,12362632,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Madhya Pradesh,11749218,10417748,10417748,5070897,0,0,5070897,48,0,5346851,5346851,51,0,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Kerala,3658195,3491024,3788062,3689407,52,0,3689459,97,0,0,0,0,98603,2,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Karnataka,12457626,10598051,10602308,10602272,0,0,10602272,99,0,0,0,0,36,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Jharkhand,5704001,0,4645034,3983306,0,0,3983306,85,60123,0,60123,1,601605,12,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Jammu And Kashmir,1672624,1334186,1345852,327264,0,0,327264,24,0,0,0,0,1018588,75,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Himachal Pradesh,681524,634232,634232,460088,0,0,460088,72,0,0,0,0,174144,27,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Haryana,2329411,2210285,2484468,2484468,0,0,2484468,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Gujarat,6646353,6186519,6240479,4893739,0,2559,4896298,78,0,0,0,0,1344181,21,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Goa,141321,103273,103367,103092,275,0,103367,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Daman & Diu,19910,18443,18467,7868,0,0,7868,42,0,0,0,0,10599,57,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Dadra & Nagar Haveli,35316,34696,34711,30748,0,0,30748,88,0,0,0,0,3963,11,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Chhattisgarh,5287913,5058610,5174390,592939,0,0,592939,11,0,0,0,0,4581451,88,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Bihar,24639,19331,19359,12404,3,0,12407,64,0,0,0,0,6952,35,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Arunachal Pradesh,177436,6934,14253,0,0,0,0,0,98,14155,14253,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Andhra Pradesh,7587181,8453980,8502597,8409181,93416,0,8502597,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,April,Apr-2019,Andaman & Nicobar Islands,14607,1332,1437,0,0,0,0,0,1437,0,1437,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,May,May-2019,Uttar Pradesh,36044654,31391370,31404988,26114313,0,0,26114313,83,0,0,0,0,5290675,16,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Uttarakhand,1322625,225949,227576,81311,0,0,81311,35,0,0,0,0,146265,64,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Tripura,578842,536633,602093,602093,0,0,602093,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Telangana,4979403,4334686,4517070,4517070,0,0,4517070,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Tamil Nadu,10071183,9104236,9906993,0,0,0,0,0,6389,9482167,9488556,95,418437,4,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Sikkim,95308,27663,27684,27684,0,0,27684,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Rajasthan,10595615,0,8824096,8821176,0,0,8821176,99,0,0,0,0,2920,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Odisha,8685358,7273208,7273232,3046908,0,0,3046908,41,22522,0,22522,0,4203802,57,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Meghalaya,1123,532,532,0,0,0,0,0,0,0,0,0,532,100,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Maharashtra,14532130,12157770,12374743,12374743,0,0,12374743,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Madhya Pradesh,11747674,9774742,9774742,6305510,0,0,6305510,64,0,3469232,3469232,35,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Kerala,3662666,3407936,3605616,3495867,39,0,3495906,96,0,0,0,0,109710,3,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Karnataka,12448492,10707736,10712033,10712020,0,0,10712020,99,0,0,0,0,13,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Jharkhand,5702178,0,4765431,4061888,0,0,4061888,85,71210,0,71210,1,632333,13,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Jammu And Kashmir,1674471,1420816,1426545,360281,0,0,360281,25,0,0,0,0,1066264,74,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Himachal Pradesh,681298,655599,655599,518398,0,0,518398,79,0,0,0,0,137201,20,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Haryana,2664480,2307388,2716572,2716572,0,0,2716572,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Gujarat,6626407,6031228,6210426,5170210,0,1557,5171767,83,0,0,0,0,1038659,16,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Goa,141385,101336,101415,101083,332,0,101415,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Daman & Diu,19944,18517,18532,9435,0,0,9435,50,0,0,0,0,9097,49,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Dadra & Nagar Haveli,35411,34652,34672,32101,0,0,32101,92,0,0,0,0,2571,7,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Chhattisgarh,5284513,4250830,8184994,749697,0,0,749697,9,0,0,0,0,7435297,90,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Bihar,24639,20259,20706,13089,0,0,13089,63,0,0,0,0,7617,36,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Arunachal Pradesh,177438,6668,13980,0,0,0,0,0,6,13974,13980,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Andhra Pradesh,9298404,8524244,8576378,8483806,92572,0,8576378,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,May,May-2019,Andaman & Nicobar Islands,14566,11300,14705,0,0,0,0,0,14705,0,14705,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
2019,June,Jun-2019,West Bengal,1064402,882505,459338,0,0,0,0,0,0,0,0,0,459338,100,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Uttar Pradesh,36028055,31010620,31028961,28096555,0,0,28096555,90,0,0,0,0,2932406,9,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Uttarakhand,1323272,230857,232140,83268,0,0,83268,35,0,0,0,0,148872,64,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Tripura,578853,538514,634600,634600,0,0,634600,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Telangana,5799801,4359218,4550807,4550807,0,0,4550807,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Tamil Nadu,10086016,9165054,9973050,0,0,0,0,0,7722,9548806,9556528,95,416522,4,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Sikkim,95233,27900,27920,27920,0,0,27920,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Rajasthan,10611746,0,4091161,4088007,0,0,4088007,99,0,0,0,0,3154,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Punjab,3555040,428547,430492,428822,1670,0,430492,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Odisha,8685358,11884178,11884202,6297700,0,0,6297700,52,47693,0,47693,0,5538809,46,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Meghalaya,1123,569,569,0,0,0,0,0,0,0,0,0,569,100,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Maharashtra,14578890,12325723,12516888,12516888,0,0,12516888,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Madhya Pradesh,11747674,9688849,9688849,6473971,0,0,6473971,66,0,3214878,3214878,33,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Kerala,3662695,3449189,3644377,3576538,21,0,3576559,98,0,0,0,0,67818,1,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Karnataka,12469982,10792399,10796371,10796371,0,0,10796371,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Jharkhand,5701697,0,4736683,4043997,0,0,4043997,85,64714,0,64714,1,627972,13,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Jammu And Kashmir,1674922,1407226,1432048,401676,0,0,401676,28,0,0,0,0,1030372,71,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Himachal Pradesh,674900,645139,645139,510881,0,0,510881,79,0,0,0,0,134258,20,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Haryana,2665099,2291744,2552068,2552068,0,0,2552068,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Gujarat,6624669,6096683,6257201,5297693,0,3121,5300814,84,0,0,0,0,956387,15,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Goa,141399,107527,107619,107399,220,0,107619,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Daman & Diu,19951,17718,17754,8329,0,0,8329,46,0,0,0,0,9425,53,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Dadra & Nagar Haveli,35470,34901,34926,32448,0,0,32448,92,0,0,0,0,2478,7,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Chhattisgarh,5281709,5038741,5183310,508150,0,0,508150,9,0,0,0,0,4675160,90,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Bihar,1150110,16680,16808,12053,0,0,12053,71,0,0,0,0,4755,28,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Arunachal Pradesh,177404,7009,11590,0,0,0,0,0,0,11590,11590,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Andhra Pradesh,9293099,8494240,8544919,8451590,93329,0,8544919,100,0,0,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
2019,June,Jun-2019,Andaman & Nicobar Islands,14525,11145,13026,0,0,0,0,0,13026,0,13026,100,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
