srcYear,srcMonth,Month_Year,srcStateName,Ration card holders under National Food Security Act ( NFSA ),Ration cards involved in the Transactions under National Food Security Act ( NFSA ),Electronic Point of Sale ( EPOS ) transactions under National Food Security Act ( NFSA ),Aadhar based Biometric transactions,Aadhar based Integrated Risk Information System ( IRIS ) transactions,Aadhar based One Time Password ( OTP ) transactions,Total Aadhaar based transactions,Total Aadhaar transactions (%),Transactions authenticated by The Public Distribution System ( PDS ) and One Time Password ( OTP ),Transactions authenticated by modes other than One Time Password (OTP ),Authenticated Transactions by other mode,Authenticated transactions by other Mode (%),Non-Authenticated Transactions,Non-Authenticated transactions (%),YearCode,Year,MonthCode,Month
2017,August,Aug-2017,Dadra & Nagar Haveli,33546,0,30470,14825,0,0,14825,48,0,0,0,0,15645,51,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
2017,August,Aug-2017,Chhattisgarh,5334093,0,6134455,883468,0,0,883468,14,441734,0,441734,7,4809253,78,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
2017,August,Aug-2017,Bihar,24619,0,159,0,0,0,0,0,0,0,0,0,159,100,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
2017,August,Aug-2017,Andhra Pradesh,9621253,0,25995845,17315878,0,0,17315878,66,8657939,0,8657939,33,22028,0,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
2017,September,Sep-2017,Telangana,5021211,0,5103120,3402080,0,0,3402080,66,1701040,0,1701040,33,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Tamil Nadu,9925362,0,11875403,0,0,0,0,0,0,0,0,0,11875403,100,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Sikkim,96682,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Rajasthan,10590069,0,8667127,7969295,0,0,7969295,91,586015,0,586015,6,111817,1,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Odisha,8590813,0,16211737,5690534,0,0,5690534,35,2845267,0,2845267,17,7675936,47,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Madhya Pradesh,11176708,0,676924,0,0,0,0,0,0,0,0,0,676924,100,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Karnataka,10656272,0,21662367,14441578,0,0,14441578,66,7220789,0,7220789,33,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Jharkhand,5631986,0,8069541,5327602,0,0,5327602,66,2663801,0,2663801,33,78138,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Himachal Pradesh,683242,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Haryana,2075709,0,3281079,2187386,0,0,2187386,66,1093693,0,1093693,33,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Gujarat,6423852,0,15449085,9871896,0,0,9871896,63,4935948,0,4935948,31,641241,4,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Goa,138698,0,133,74,0,0,74,55,37,0,37,27,22,16,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Delhi,33216,0,33790,21446,0,0,21446,63,10723,0,10723,31,1621,4,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Dadra & Nagar Haveli,33031,31386,31429,24021,0,0,24021,76,0,0,0,0,7408,23,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Chhattisgarh,5316675,0,5417649,835906,0,0,835906,15,417953,0,417953,7,4163790,76,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Bihar,0,0,8,0,0,0,0,0,0,0,0,0,8,100,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Andhra Pradesh,9621553,0,24497703,16331802,0,0,16331802,66,8165901,0,8165901,33,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,September,Sep-2017,Andaman & Nicobar Islands,7347,0,168270,112180,0,0,112180,66,56090,0,56090,33,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,October,Oct-2017,Uttar Pradesh,33704016,1201061,3367724,2519632,0,0,2519632,74,0,0,0,0,848092,25,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Telangana,5021907,2375137,2375137,2375137,0,0,2375137,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Tamil Nadu,9949700,9421314,21215887,0,0,0,0,0,1046,13660092,13661138,64,7554749,35,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Rajasthan,9956109,0,14817337,14815035,0,0,14815035,99,0,0,0,0,2302,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Odisha,8590813,42376099,9936885,2908281,0,0,2908281,29,7881,0,7881,0,7020723,70,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Maharashtra,14593852,0,10228631,3453283,0,0,3453283,33,0,0,0,0,6775348,66,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Madhya Pradesh,11410762,8005002,8005002,1233017,0,0,1233017,15,0,6771985,6771985,84,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Karnataka,10895069,7858033,7859677,6254535,0,0,6254535,79,0,0,0,0,1605142,20,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Jharkhand,5634985,244140,3846814,3431193,0,0,3431193,89,134714,0,134714,3,280907,7,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Haryana,2963574,2075509,2109249,2109249,0,0,2109249,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Gujarat,7184576,6215794,6273659,473,0,0,473,0,7600,5633627,5641227,89,631959,10,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Goa,138742,5554,5555,3833,0,0,3833,69,0,0,0,0,1722,30,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Delhi,1944813,11648,15028,15028,0,0,15028,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Daman & Diu,24162,17275,17307,6359,0,0,6359,36,0,0,0,0,10948,63,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Dadra & Nagar Haveli,33031,31545,31568,26919,0,0,26919,85,0,0,0,0,4649,14,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2018,June,Jun-2018,Punjab,3515987,3015,3078,3073,5,0,3078,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
2017,October,Oct-2017,Chhattisgarh,5313156,5053504,5252660,459461,0,0,459461,8,0,0,0,0,4793199,91,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Andhra Pradesh,9620340,8678826,8744298,8554518,189780,0,8744298,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,October,Oct-2017,Andaman & Nicobar Islands,7372,1337,62591,0,0,0,0,0,62591,0,62591,100,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,November,Nov-2017,Uttar Pradesh,33466510,3574196,3597293,2903074,0,0,2903074,80,0,0,0,0,694219,19,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Telangana,5022245,3100336,3100336,3100336,0,0,3100336,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Tamil Nadu,9526569,9157960,22577571,0,0,0,0,0,1030,15626498,15627528,69,6950043,30,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Rajasthan,9956109,0,14232767,14228747,0,0,14228747,99,0,0,0,0,4020,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Punjab,99007,9261,9282,9282,0,0,9282,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Odisha,8629658,48121296,11771800,3327055,0,0,3327055,28,8162,0,8162,0,8436583,71,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Maharashtra,14593852,0,10911779,3867350,0,0,3867350,35,0,0,0,0,7044429,64,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Madhya Pradesh,11400807,4748061,4748061,693239,0,0,693239,14,0,4054822,4054822,85,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Karnataka,11293767,8532379,8535061,7478425,0,0,7478425,87,0,0,0,0,1056636,12,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Jharkhand,5636080,0,4622679,3899620,0,0,3899620,84,94408,0,94408,2,628651,13,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Jammu And Kashmir,37018,5,13,0,0,0,0,0,0,0,0,0,13,100,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Haryana,2964186,2086968,2327414,2327414,0,0,2327414,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Gujarat,7194140,6390856,6419024,454,0,0,454,0,9862,5599723,5609585,87,808985,12,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Goa,139042,5237,5239,3072,0,0,3072,58,0,0,0,0,2167,41,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Delhi,1944884,11602,15658,15658,0,0,15658,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Daman & Diu,24162,16929,16991,10434,0,0,10434,61,0,0,0,0,6557,38,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Dadra & Nagar Haveli,33031,29682,29720,25727,0,0,25727,86,0,0,0,0,3993,13,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Chhattisgarh,5312750,5013637,5213233,491317,0,0,491317,9,0,0,0,0,4721916,90,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Bihar,24491,93232,14874,7643,0,0,7643,51,0,0,0,0,7231,48,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Andhra Pradesh,9620690,8718230,8793643,8589222,204421,0,8793643,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,November,Nov-2017,Andaman & Nicobar Islands,8877,1529,1721,0,0,0,0,0,1721,0,1721,100,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,December,Dec-2017,Uttar Pradesh,33432426,1154627,1166270,825054,0,0,825054,70,0,0,0,0,341216,29,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Telangana,5022172,3068785,3068785,3068785,0,0,3068785,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Tamil Nadu,9514303,9252290,22624759,0,0,0,0,0,825,16021802,16022627,70,6602132,29,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Rajasthan,9874178,0,16384247,16381127,0,0,16381127,99,0,0,0,0,3120,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Punjab,99007,15787,15856,15856,0,0,15856,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Odisha,8629658,48884322,12866895,3163132,0,0,3163132,24,12579,0,12579,0,9691184,75,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Maharashtra,14593852,0,10792320,4529883,0,0,4529883,41,0,0,0,0,6262437,58,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Madhya Pradesh,11407162,9104530,9104530,1102419,0,0,1102419,12,0,8002111,8002111,87,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Karnataka,11541829,8666136,8669860,8288425,0,0,8288425,95,0,0,0,0,381435,4,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Jharkhand,5637091,0,5061558,4276975,0,0,4276975,84,172495,0,172495,3,612088,12,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Jammu And Kashmir,37018,2,6,0,0,0,0,0,0,0,0,0,6,100,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Himachal Pradesh,8514,16930,111159,0,0,0,0,0,0,0,0,0,111159,100,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Haryana,2962828,2214631,2375007,2375007,0,0,2375007,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Gujarat,7203808,6302980,6327309,453,0,0,453,0,10390,5578343,5588733,88,738123,11,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Goa,139184,4221,4222,1920,0,0,1920,45,0,0,0,0,2302,54,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Daman & Diu,24224,13096,13100,11520,0,0,11520,87,0,0,0,0,1580,12,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Dadra & Nagar Haveli,33272,32406,32433,25559,0,0,25559,78,0,0,0,0,6874,21,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Chhattisgarh,5349009,5057545,5242959,440108,0,0,440108,8,0,0,0,0,4802851,91,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Bihar,24493,46814,6392,0,0,0,0,0,0,0,0,0,6392,100,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Andhra Pradesh,9547193,8643838,8360828,8345923,14905,0,8360828,100,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,December,Dec-2017,Andaman & Nicobar Islands,8903,1076,1240,0,0,0,0,0,1240,0,1240,100,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2018,January,Jan-2018,Uttar Pradesh,33317429,5493999,5540098,3882827,0,0,3882827,70,0,0,0,0,1657271,29,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Tripura,814513,27511,28610,28610,0,0,28610,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Telangana,5023716,3755373,3755373,3755373,0,0,3755373,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Tamil Nadu,9533636,9245362,10426252,0,0,0,0,0,288,8238277,8238565,79,2187687,20,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Sikkim,150309,2840,2849,2849,0,0,2849,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Rajasthan,9894130,0,8032825,8031037,0,0,8031037,99,0,0,0,0,1788,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Punjab,503714,37572,37708,37708,0,0,37708,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Odisha,8626910,48569532,11766300,3050738,0,0,3050738,25,34474,0,34474,0,8681088,73,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Maharashtra,14748763,63450444,13140398,5811341,0,0,5811341,44,0,0,0,0,7329057,55,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Madhya Pradesh,11716467,8859341,8859341,1592680,0,0,1592680,17,0,7266661,7266661,82,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Lakshadweep,5148,134,157,0,0,0,0,0,0,0,0,0,157,100,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Karnataka,11577251,9152388,9156652,8964984,0,0,8964984,97,0,0,0,0,191668,2,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Jharkhand,5638776,0,5030220,4227628,0,0,4227628,84,177953,0,177953,3,624639,12,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Jammu And Kashmir,332003,2007,2036,85,0,0,85,4,0,0,0,0,1951,95,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Himachal Pradesh,8514,2866,21324,0,0,0,0,0,0,0,0,0,21324,100,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Haryana,2962778,2169582,2451485,2451485,0,0,2451485,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Gujarat,7200665,6450107,6482773,10652,0,0,10652,0,11401,5728587,5739988,88,732133,11,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Goa,139388,4283,4286,2719,0,0,2719,63,0,0,0,0,1567,36,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Delhi,1941960,1511312,1517740,1517740,0,0,1517740,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Daman & Diu,24162,19298,19314,16645,0,0,16645,86,0,0,0,0,2669,13,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Dadra & Nagar Haveli,33272,32607,32636,25907,0,0,25907,79,0,0,0,0,6729,20,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Chhattisgarh,5355227,5062368,9333788,799805,0,0,799805,8,0,0,0,0,8533983,91,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Bihar,24493,93924,17300,9733,0,0,9733,56,0,0,0,0,7567,43,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Assam,34431,5952,5942,0,0,0,0,0,0,0,0,0,5942,100,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Andhra Pradesh,9546078,8911382,9241040,9218326,22714,0,9241040,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,January,Jan-2018,Andaman & Nicobar Islands,8912,662,723,0,0,0,0,0,723,0,723,100,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
2018,February,Feb-2018,Uttar Pradesh,33399501,5437639,5469010,4010187,0,0,4010187,73,0,0,0,0,1458823,26,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Tripura,815051,26640,27179,27179,0,0,27179,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Telangana,5024406,4497948,4497948,4497948,0,0,4497948,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Tamil Nadu,9968358,9304828,10255531,0,0,0,0,0,191,8705145,8705336,84,1550195,15,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Sikkim,149406,1802,1807,1807,0,0,1807,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Rajasthan,9937047,0,7983993,7982629,0,0,7982629,99,0,0,0,0,1364,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Punjab,503714,46245,46413,46413,0,0,46413,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Odisha,8647383,47429136,9162858,3579157,0,0,3579157,39,16502,0,16502,0,5567199,60,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Maharashtra,14343716,55976388,9275850,4931388,0,0,4931388,53,0,0,0,0,4344462,46,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Madhya Pradesh,11688815,9115856,9115856,1751149,0,0,1751149,19,0,7364707,7364707,80,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Karnataka,11699037,9343234,9348149,9165302,0,0,9165302,98,0,0,0,0,182847,1,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Jharkhand,5639582,0,4078507,3713310,0,0,3713310,91,143058,0,143058,3,222139,5,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Jammu And Kashmir,1126188,21860,21938,1359,0,0,1359,6,0,0,0,0,20579,93,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Himachal Pradesh,8514,44191,277152,2916,0,0,2916,1,0,0,0,0,274236,98,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Haryana,2963287,2186905,2724293,2724293,0,0,2724293,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Gujarat,7142366,5955429,5977991,1495353,0,0,1495353,25,6972,3472367,3479339,58,1003299,16,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Goa,139434,5617,5618,3937,0,0,3937,70,0,0,0,0,1681,29,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Delhi,1945776,1324792,1333132,1333132,0,0,1333132,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Daman & Diu,24162,19193,19224,18106,0,0,18106,94,0,0,0,0,1118,5,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Dadra & Nagar Haveli,33272,31016,33095,27149,0,0,27149,82,0,0,0,0,5946,17,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Chhattisgarh,5348040,1958610,2049154,177326,0,0,177326,8,0,0,0,0,1871828,91,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Bihar,24493,94080,19732,12361,0,0,12361,62,0,0,0,0,7371,37,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Andhra Pradesh,9545608,8666728,8752336,8745026,7310,0,8752336,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,February,Feb-2018,Andaman & Nicobar Islands,8911,750,877,0,0,0,0,0,877,0,877,100,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,March,Mar-2018,Uttar Pradesh,33615242,5368550,5386386,4202603,0,0,4202603,78,0,0,0,0,1183783,21,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Tripura,836199,19049,19358,19358,0,0,19358,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Telangana,5024821,4418392,4418392,4418392,0,0,4418392,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Tamil Nadu,9987680,9130962,10175222,0,0,0,0,0,6,9675172,9675178,95,500044,4,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Sikkim,148997,3026,3068,3068,0,0,3068,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Rajasthan,10008950,0,8541844,8540143,0,0,8540143,99,0,0,0,0,1701,0,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Punjab,503714,143669,144687,144687,0,0,144687,100,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Odisha,8661924,47802042,8568473,4048042,0,0,4048042,47,23851,0,23851,0,4496580,52,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Maharashtra,15229825,47294631,11443813,7657807,0,0,7657807,66,0,0,0,0,3786006,33,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Madhya Pradesh,11639786,8850460,8850460,1708887,0,0,1708887,19,0,7141573,7141573,80,0,0,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Lakshadweep,5148,106,120,0,0,0,0,0,0,0,0,0,120,100,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Kerala,4529523,525043,525043,430276,0,0,430276,81,0,0,0,0,94767,18,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Karnataka,12113358,10031655,10036949,9918286,0,0,9918286,98,0,0,0,0,118663,1,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Jharkhand,5666349,0,4171509,3815937,0,0,3815937,91,145816,0,145816,3,209756,5,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Jammu And Kashmir,1508126,406920,408933,24045,0,0,24045,5,0,0,0,0,384888,94,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
2018,March,Mar-2018,Himachal Pradesh,680201,74279,506803,101421,0,0,101421,20,0,0,0,0,405382,79,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
